Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
out.println(htmlstring),Chrome 72.0.3626.121,,2019-03-18 15:57:02,2019-03-18 15:57:02,0.001s,PASSED
"ChildList = ParentElement.findElements(By.tagName(""h2""))",Chrome 72.0.3626.121,,2019-03-18 15:57:02,2019-03-18 15:57:02,0.014s,PASSED
otp = ChildList.get(0),Chrome 72.0.3626.121,,2019-03-18 15:57:02,2019-03-18 15:57:02,0.000s,PASSED
value = otp.getText(),Chrome 72.0.3626.121,,2019-03-18 15:57:02,2019-03-18 15:57:02,0.013s,PASSED
out.println(value),Chrome 72.0.3626.121,,2019-03-18 15:57:02,2019-03-18 15:57:02,0.000s,PASSED
Thread.sleep(2500),Chrome 72.0.3626.121,,2019-03-18 15:57:02,2019-03-18 15:57:04,2.502s,PASSED
switchTo().window(base),Chrome 72.0.3626.121,,2019-03-18 15:57:04,2019-03-18 15:57:04,0.008s,PASSED
"selenium.click(""id=txtToken"")",Chrome 72.0.3626.121,,2019-03-18 15:57:04,2019-03-18 15:57:05,0.835s,PASSED
"selenium.type(""id=txtToken"", value)",Chrome 72.0.3626.121,,2019-03-18 15:57:05,2019-03-18 15:57:05,0.055s,PASSED
"selenium.click(""id=plhcontent_0_btnVerifyToken"")",Chrome 72.0.3626.121,,2019-03-18 15:57:05,2019-03-18 15:57:06,0.981s,PASSED
Thread.sleep(2500),Chrome 72.0.3626.121,,2019-03-18 15:57:06,2019-03-18 15:57:09,2.501s,PASSED
"selenium.click(""id=password"")",Chrome 72.0.3626.121,,2019-03-18 15:57:09,2019-03-18 15:57:10,1.081s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:57:10,2019-03-18 15:57:10,0.501s,PASSED
"selenium.type(""id=password"", ""Qwerty#1"")",Chrome 72.0.3626.121,,2019-03-18 15:57:10,2019-03-18 15:57:11,0.063s,PASSED
"selenium.click(""id=confirmPassword"")",Chrome 72.0.3626.121,,2019-03-18 15:57:11,2019-03-18 15:57:11,0.848s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:57:11,2019-03-18 15:57:12,0.503s,PASSED
"selenium.type(""id=confirmPassword"", ""Qwerty#1"")",Chrome 72.0.3626.121,,2019-03-18 15:57:12,2019-03-18 15:57:12,0.051s,PASSED
"selenium.click(""id=plhcontent_0_lbtnSubmit"")",Chrome 72.0.3626.121,,2019-03-18 15:57:12,2019-03-18 15:57:14,2.375s,PASSED
Thread.sleep(2500),Chrome 72.0.3626.121,,2019-03-18 15:57:14,2019-03-18 15:57:17,2.500s,PASSED
,,,,,,
Test Cases/DTCM/Login and logout/DTCM Invalid Login Scenario,Chrome 72.0.3626.121,,2019-03-18 15:57:17,2019-03-18 15:58:09,51.745s,ERROR
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-18 15:57:17,2019-03-18 15:57:24,7.081s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-18 15:57:24,2019-03-18 15:57:24,0.000s,PASSED
"baseUrl = ""https://www.google.com/""",Chrome 72.0.3626.121,,2019-03-18 15:57:24,2019-03-18 15:57:24,0.000s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-18 15:57:24,2019-03-18 15:57:24,0.013s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-18 15:57:24,2019-03-18 15:57:25,1.121s,PASSED
"CurrentURL = ""https://qacd2.testvisitdubai.com/en/account/login?v=78798789""",Chrome 72.0.3626.121,,2019-03-18 15:57:25,2019-03-18 15:57:25,0.000s,PASSED
"username = ""muhammad.saad@ovrlod.com""",Chrome 72.0.3626.121,,2019-03-18 15:57:25,2019-03-18 15:57:25,0.000s,PASSED
"password = ""Qwerty##1244""",Chrome 72.0.3626.121,,2019-03-18 15:57:25,2019-03-18 15:57:25,0.000s,PASSED
selenium.open(CurrentURL),Chrome 72.0.3626.121,,2019-03-18 15:57:25,2019-03-18 15:58:09,43.520s,ERROR
,,,,,,
Test Cases/DTCM/Login and logout/LoginFormValidation,Chrome 72.0.3626.121,,2019-03-18 15:58:09,2019-03-18 15:58:44,35.336s,PASSED
"openBrowser(""https://qacd2.testvisitdubai.com/en/account/login?v=78798789"")",Chrome 72.0.3626.121,,2019-03-18 15:58:09,2019-03-18 15:58:38,29.361s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-18 15:58:38,2019-03-18 15:58:38,0.000s,PASSED
"baseUrl = ""https://qacd2.testvisitdubai.com/en/account/login?v=78798789""",Chrome 72.0.3626.121,,2019-03-18 15:58:38,2019-03-18 15:58:38,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-18 15:58:38,2019-03-18 15:58:38,0.014s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-18 15:58:38,2019-03-18 15:58:39,1.117s,PASSED
Thread.sleep(2500),Chrome 72.0.3626.121,,2019-03-18 15:58:39,2019-03-18 15:58:42,2.502s,PASSED
"selenium.type(""id=tbUsername"", ""muhammad.saad@ovrlod.com"")",Chrome 72.0.3626.121,,2019-03-18 15:58:42,2019-03-18 15:58:42,0.058s,PASSED
Thread.sleep(2000),Chrome 72.0.3626.121,,2019-03-18 15:58:42,2019-03-18 15:58:44,2.001s,PASSED
"selenium.click(""id=plhcontent_0_lbtnSubmit"")",Chrome 72.0.3626.121,,2019-03-18 15:58:44,2019-03-18 15:58:44,0.091s,PASSED
"emailFieldErrorDisplay = id(""plhcontent_0_rfvEmail"")).getCssValue(""display"")",Chrome 72.0.3626.121,,2019-03-18 15:58:44,2019-03-18 15:58:44,0.022s,PASSED
"passFieldErrorDisplay = id(""plhcontent_0_rfvPassword"")).getCssValue(""display"")",Chrome 72.0.3626.121,,2019-03-18 15:58:44,2019-03-18 15:58:44,0.022s,PASSED
"if (passFieldErrorDisplay != ""none"")",Chrome 72.0.3626.121,,2019-03-18 15:58:44,2019-03-18 15:58:44,0.000s,PASSED
,,,,,,
Test Cases/DTCM/SignUp/Create Account,Chrome 72.0.3626.121,,2019-03-18 15:58:44,2019-03-18 15:58:59,14.770s,ERROR
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-18 15:58:44,2019-03-18 15:58:49,5.165s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.000s,PASSED
"baseUrl = ""https://www.katalon.com/""",Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.000s,PASSED
"email = ""rabeet.siddiqui@ovrlod.com""",Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.000s,PASSED
"password = ""Qwerty#1""",Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.000s,PASSED
"name = ""Rabeet""",Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.000s,PASSED
"lastname = ""Siddiqui""",Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.000s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:49,0.013s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-18 15:58:49,2019-03-18 15:58:50,1.123s,PASSED
"selenium.open(""https://qacd2.testvisitdubai.com/en/account/create-account"")",Chrome 72.0.3626.121,,2019-03-18 15:58:50,2019-03-18 15:58:55,4.929s,PASSED
"selenium.click(""id=firstName"")",Chrome 72.0.3626.121,,2019-03-18 15:58:55,2019-03-18 15:58:55,0.072s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:58:55,2019-03-18 15:58:56,0.502s,PASSED
"selenium.type(""id=firstName"", name)",Chrome 72.0.3626.121,,2019-03-18 15:58:56,2019-03-18 15:58:56,0.043s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:58:56,2019-03-18 15:58:56,0.501s,PASSED
"selenium.type(""id=lastName"", lastname)",Chrome 72.0.3626.121,,2019-03-18 15:58:56,2019-03-18 15:58:56,0.050s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:58:56,2019-03-18 15:58:57,0.500s,PASSED
"selenium.type(""id=password"", password)",Chrome 72.0.3626.121,,2019-03-18 15:58:57,2019-03-18 15:58:57,0.048s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:58:57,2019-03-18 15:58:58,0.500s,PASSED
"selenium.type(""id=confirmPassword"", password)",Chrome 72.0.3626.121,,2019-03-18 15:58:58,2019-03-18 15:58:58,0.049s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:58:58,2019-03-18 15:58:58,0.500s,PASSED
"selenium.type(""id=email"", email)",Chrome 72.0.3626.121,,2019-03-18 15:58:58,2019-03-18 15:58:58,0.049s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-18 15:58:58,2019-03-18 15:58:59,0.501s,PASSED
"selenium.click(""link=Country/Region"")",Chrome 72.0.3626.121,,2019-03-18 15:58:59,2019-03-18 15:58:59,0.036s,ERROR
